"","S02_Normal","S03_Normal","S05_Normal","S06_Normal","S10_Normal","S02_Tumour","S03_Tumour","S05_Tumour","S06_Tumour","S10_Tumour"
"HP",10.2641541391641,39.3557769698452,28.496349684253,81.1216547032728,31.669991382758,33.534800962176,2.04179766663538,30.9670230954555,10.5892365043927,6.22638457429067
"IER2",1332.76093745454,1084.25165551923,1512.74907752406,934.701732525488,928.564147342466,1397.283373424,2290.89698196489,3301.85883755295,3306.86728551465,2493.04438354599
"IMPA1",92.3773872524773,102.325020121597,197.031903531121,146.018978465891,117.81236794386,251.51100721632,218.472350329985,179.608733953642,0,265.243982864783
"HAT1",239.233746474364,236.134661819071,288.22022252073,246.069019266594,338.235507967856,340.238501428744,307.290548828624,435.860850068537,319.189843203838,515.544642751268
"HLA-A",56.8476229246014,1778.881119037,1582.76867960537,1770.2547759692,1442.88480739846,122.960936861312,650.312556823367,2102.66086818143,288.934881762716,1725.95380399337
"HLA-F",9.4746038207669,15.7423107879381,0,6.30946203247677,8.86759758717225,9.78098361396799,0,13.935160392955,0,13.6980460634395
"HSPA13",17.3701070047393,17.7100996364303,43.9657966557046,48.6729928219637,47.5049870741371,25.151100721632,11.2298871664946,15.4835115477278,0,39.8488612754603
"IGF2R",286.606765578199,509.657311759495,278.450045486129,740.911112956558,471.882871603095,400.321686485976,236.848529329704,278.7032078591,152.787555277667,1099.57951581973
"IQGAP1",1268.80736166437,1668.68494352144,1432.1451169886,2430.94558594141,2132.65721971493,1492.99728450354,1577.28869747583,947.59090672094,685.274876641416,1270.1824531553
"HEATR1",29.213361780698,25.5812550303994,0,6.30946203247677,13.3013963807584,9.78098361396799,10.2089883331769,20.1285650120461,43.8696940896271,6.22638457429067
"HOXA10",26.8447108255062,11.8067330909536,29.3105311038031,233.450095201641,8.86759758717225,61.480468430656,0,0,181.529768646733,13.6980460634395
"ID2",152.383211450668,151.519741333904,152.251925455866,199.198729882481,82.3419775951709,164.879438064032,126.591455331393,25.5477940537508,63.5354190263564,68.4902303171974
"ILF2",213.178585967255,383.71882545599,243.440244445475,379.469073667532,369.905499350614,328.36159275464,668.688735823085,671.984401171385,603.586480750386,732.222825936583
"HADH",8.68505350236966,23.6134661819071,37.4523452993039,0,7.60079793186193,15.370117107664,0,0,0,0
"HIST2H2AA4",374.246850920293,293.200538425347,161.207921070917,308.262287872437,238.158335198341,449.226604555816,348.126502161331,283.348261323418,530.974573291693,255.281767545918
"HLA-DRB5",198.177129917708,791.051117093888,385.92199286674,1124.88694521872,806.951380432675,476.473630337584,217.451451496667,266.316398620918,353.983048861129,491.884381368963
"HSD17B11",95.5355885260663,27.5490438788916,119.684668673863,68.5027306383192,46.8715872464819,80.34379397188,15.3134824997653,6.19340461909111,0,53.5469073388998
"IGF1R",93.9564878892718,47.2269323638142,22.7970797474024,57.6865100112162,75.3745794909642,84.5356440921519,144.967634331112,104.513702947162,127.070838052713,191.772644888153
"INTS8",0,9.83894424246129,14.6552655519015,4.50675859462627,0,7.68505855383199,4.08359533327075,0,0,33.6224767011696
"HDGFL3",67.1117770637656,59.0336654547678,48.036703753455,112.668964865657,55.7391848336542,97.8098361396799,100.048085665133,56.5148171492064,0,43.5846920200347
"HNRNPA2B1",1305.12667631064,629.692431517523,1355.61206355089,372.25825991613,597.929437306472,676.983794423928,128.633252998029,383.216910806262,3.02549614411221,611.430965195344
"HYPK",1121.95100244248,1194.4478310348,953.40644229315,1160.0396622568,1423.8828125688,1440.59915800014,899.411872152883,778.046455273321,730.657318803099,4052.13108094837
"IL1B",33.9506636910814,35.4201992728607,0,10.816220627103,25.3359931062064,331.156159501488,44.9195486659783,99.8686494828441,0,19.9244306377302
"GZMB",161.068264953037,94.4538647276284,166.093009588217,62.1932686058425,95.0099741482742,107.590819753648,42.8777509993429,90.5785425542075,226.912210808416,277.696752013364
"EPB41L4A-AS1",285.817215259802,484.076056729096,569.92699368506,294.742012088558,314.799714344615,349.320843356,419.58942049357,758.692065838661,293.473125978884,326.262551692831
"IFIT3",66.3222267453683,41.3235658183374,119.684668673863,109.964909708881,45.6047875911716,147.413395896232,46.9613463326136,102.191176215003,375.161521869914,108.339091592658
"INSIG1",682.961025413614,13672.1969193242,4043.22492948572,1342.1127094797,5649.92646268404,1407.06435703797,8182.50414904127,1956.3416840554,2485.44508238818,1145.65476166948
"HDAC2",635.58800630978,401.428925092421,493.393940247352,429.04341820842,435.145681599096,366.7868855238,372.628074160956,424.248216407741,313.138850915614,823.128040721227
"HLA-DQB1",630.061154080999,2518.76972607009,626.919693053565,1990.18459538696,1953.40506848852,966.920094409407,1786.57295830595,957.655189226963,1335.75654762554,961.35377827048
"HMGCR",273.184410165446,596.240021093154,145.738474099465,187.481157536453,475.049870741371,104.7962530068,20.4179766663538,32.5153742502283,173.966028286452,125.772968400672
"ELP1",387.669206333046,332.556315395192,331.371837756885,401.101514921738,392.7078931462,476.473630337584,453.279081993053,324.379566924897,487.104879202066,686.147580086832
"ITGB1BP1",21.3178585967255,21.6456773334148,0,10.816220627103,10.7677970701377,18.863325541224,3.06269649995306,31.7411986728419,0,27.396092126879
"HEXA",82.9027834317104,84.6149204851671,58.6210622076061,236.154150358416,131.747164152274,117.371803367616,27.5642684995776,49.5472369527289,95.3031285395346,114.565476166948
"HP1BP3",1773.33001512021,2076.01723515933,1833.53655682679,3053.77962371876,2026.24604866886,2950.36384298477,3601.7310839448,2979.80179736021,3396.11942176596,5805.48097706862
"IFIT1",962.461838126238,488.01163442608,517.819382833854,861.692243292542,421.844285218337,779.684122370591,630.915478990331,1532.09346764766,5082.83352210851,838.071363699524
"IMPDH2",387.669206333046,493.915000971557,365.567457377988,519.178590100946,426.911483839579,243.825948662488,141.904937831159,318.960337883192,78.6628997469175,1415.8798521937
"HLA-C",918.247020295992,1796.59121867343,861.40394188399,1282.62349603064,859.523566128054,1664.16449774798,741.172552988641,1263.45454229459,591.484496173937,1510.52089772292
"KHSRP",317.399227995691,421.106813577343,402.205621257742,296.544715526408,381.940096076062,208.893864326888,134.758645997935,150.190062012959,0,585.280149983323
"KLF6",458.728734988798,383.71882545599,312.645665107233,886.930091422449,238.158335198341,787.369180924423,813.656370154197,589.147614391042,441.722437040383,458.261904667793
"LAPTM4A",1069.05113110987,1326.28968388378,678.213122485221,2248.87253871851,1891.33188537831,786.670539237711,582.9332338244,628.630568837748,600.560984606274,1209.16388432725
