"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TTC3",162.280734076746,-0.244765494161904,0.517025550640423,-0.473410828263169,0.635920106028747,0.807204709096559
"UBE4A",143.716266249904,0.250873670992143,0.379486663601929,0.661086923611372,0.508556570717247,0.718529854551395
"USP38",28.2696625296452,1.43935841732216,1.13072902915374,1.27294725810604,0.203036758026646,0.437029495811192
"WDR43",643.100970135084,1.49663772505765,0.309089750882227,4.84208137211226,1.28486123570982e-06,0.000130324463492844
"RPL27",895.502633137307,0.706483265353686,0.417479909375418,1.69225691940635,0.0905969980485374,0.280903074701209
"TRAPPC11",386.989215038617,-0.871646749593586,0.475910599510007,-1.83153464220176,0.0670207819383683,0.235411835545904
"TXNRD1",107.593821865879,-0.180646328724609,0.441724305605641,-0.408957185357793,0.682571081538545,0.836233604122201
"UPF2",177.751482652259,-0.693891390253888,0.435575396633612,-1.59304541904042,0.111150002344906,0.313699509846599
"VAT1",139.679407102239,-1.84001421376933,0.815975665452211,-2.25498662726614,0.0241341681797075,0.129665046431982
"ZUP1",61.1721644896683,0.137799580258074,0.504377056743023,0.27320747130709,0.784693737113061,0.89501871401732
"UBE2V2",18.1528060319902,-0.576938806908567,1.11121407566477,-0.519196813236388,0.60362350110107,0.786966530108632
"USP18",98.7709439045168,1.14541788197059,0.658038449330543,1.74065494673735,0.0817440799703611,0.263991535265535
"WASHC1",169.473846075507,-1.64691174518655,0.797201005382688,-2.0658676219255,0.0388409808466227,0.172543176538762
"GLB1",89.9128699745446,0.165998054333589,0.469553707431144,0.353523040509549,0.72369635865205,0.860707151184805
"TPX2",85.8235906652527,0.415217324968142,0.971210055108366,0.427525768276578,0.668996420583051,0.828295660147952
"TXNDC9",419.580515977213,0.167961682018389,0.28818753208336,0.582820779248026,0.560013955157297,0.755740867127634
"VAMP2",150.178822743804,-1.36983075520202,0.863691051657783,-1.58601939035114,0.11273491102684,0.315743954290551
"GET1",30.9776037009736,-2.78102501792715,1.16689287118394,-2.38327363771234,0.0171594339752942,0.105632257888996
"TRMT10C",16.1998964853082,-0.548980808326748,1.28046341971939,-0.428736034057931,0.668115334059503,0.827859918834137
"UBE2H",258.735483209269,0.55195457937092,0.372864028251602,1.48031061606852,0.138790371419789,0.352822409396826
"USP1",19.5963461125234,1.65515381194843,1.36771922771446,1.21015613322501,0.226218987057704,0.463487525703255
"VPS72",132.522520968544,-0.093847415621513,0.466816397808544,-0.201037101657262,0.840669563328921,0.924526176985417
"CCNL1",46.581779870269,-0.343129173847288,0.627525808577849,-0.5467969112297,0.584518265363871,0.773423965559241
"UFM1",180.99415569891,0.421759238020317,0.357407896964564,1.18005013767822,0.237980274430099,0.47696380104852
"USP7",896.221944922949,0.388052591590511,0.262579472407596,1.47784816548091,0.139448423009599,0.353813143314329
"WDR7",9.12247279113988,-3.73006554201371,2.1314634360977,-1.75000212475742,0.0801179470915697,0.260848209962824
"TRIM13",274.219554938181,1.00377215602624,0.353124389829961,2.84254553051287,0.00447548380769842,0.0447752120548644
"UBAP2L",191.705631721809,-0.792184346903342,0.393431529644803,-2.01352532070457,0.0440593939374963,0.186088338349172
"UQCRQ",1581.39476946445,0.369181255634522,0.275861431960794,1.33828514196574,0.180803503393709,0.410269316081473
"VMP1",396.545431864721,0.16845911276526,0.391398610788359,0.43040293992344,0.666902557129486,0.827338142657766
"ATP5PO",897.218458465401,-0.826817240282786,0.277136600590958,-2.9834285277358,0.00285038599420872,0.0331731595054159
"UBQLN2",302.415723536927,0.411146022393979,0.34516241794131,1.19116682762342,0.233588099306032,0.471972521827971
"USP5",944.220273218302,0.578969046503335,0.394529165576476,1.46749365324452,0.142241814524906,0.357365578837975
"WDR48",24.1888081054586,-0.769601911563023,0.934104766877208,-0.823892499912904,0.41000064236603,0.640249700407209
"TMEM251",129.786561629318,0.899824891202375,0.387207054611028,2.32388558133658,0.0201316272481465,0.115919492093476
"TRAPPC6B",86.1794404597141,-1.50218385141566,0.728662805516771,-2.06156241274083,0.0392494156634996,0.173788715560412
"UAP1",507.689223166017,0.399483667946316,0.342269059625389,1.16716266548764,0.243144684903167,0.482556564589578
"UQCR11",16.0716923660829,-3.04278487704699,1.25416720524611,-2.42613972388944,0.0152603937318567,0.097919003283826
"VBP1",18.4861735764138,-0.114888394850192,1.4079196757101,-0.0816015265872652,0.934963587304277,0.97334832324287
"FARSB",820.428822409576,0.778894403348964,0.339176991541288,2.29642464782034,0.0216516130187549,0.121319019095039
"ZNF383",124.283792898236,-1.1555071455652,0.809897959408715,-1.42673176557797,0.15365722577726,0.373203937944181
"REPS2",8.80803591835374,-4.88833868415171,2.03938188428812,-2.39697073010829,0.016531244197585,0.102918312553993
"SLC2A9",300.310163922338,1.39758287954233,0.450242851959674,3.10406455862515,0.00190881675002572,0.0255966846746854
"MYOF",983.287760167948,-0.24055473195577,0.241471962955808,-0.996201501040492,0.319152250242574,0.558209520055522
"MYDGF",111.36683617302,-1.2491958474668,0.561205452489414,-2.22591537898568,0.0260198500478331,0.135397688528306
"PLXND1",539.763632622516,-1.69946416913645,0.545773175430127,-3.11386533022091,0.00184653750575631,0.0250498390441386
"CYHR1",107.333436281652,-0.92542601825643,0.854901982304868,-1.08249370970158,0.279033208962373,0.518580957488069
"MRFAP1L1",2232.13598714923,0.891324306933237,0.235321273144004,3.78769116376399,0.000152053687326536,0.00459233887615473
"FCRL5",44.601167908744,-0.281232670777572,1.44342101232298,-0.194837589571297,0.845520093950283,0.926633561959132
"PKN2",55.7775022538471,-0.690909330107574,0.970572875457918,-0.711857241818758,0.476553182002064,0.693793365829656
"POLR1B",71.9283334868649,-1.75157340318955,0.845275315789594,-2.07219277609374,0.0382474668351196,0.17115394549346
"BRD3",331.822184053983,-0.815479059898075,0.440423391953034,-1.85157980887863,0.064086184644763,0.229441674493808
"NDUFAB1",68.0427948651056,-0.241847289670936,0.646127676396887,-0.374302631671175,0.708179174364747,0.851346089050031
"ZBTB1",146.044170732221,-1.99361008018315,0.81447387130112,-2.44772748449053,0.0143760342442453,0.0946027757097839
"PCDH17",32.4694852051874,4.59821078169778,1.39123980418893,3.30511732618121,0.000949366491637071,0.016131889895266
"ECHDC1",361.875651939431,-1.23440815868753,0.45546043181376,-2.71024236676675,0.00672340585934802,0.0586040360720534
"ZSCAN26",27.2196215047428,-0.69975212857213,1.06523488699851,-0.656899372253762,0.511245621899592,0.72076176311002
"EOGT",19.3915634525282,-1.60156436005921,1.04152990745639,-1.53770366899067,0.124121086155677,0.332316881634266
"STMN2",26.337153774284,-2.35891179935887,1.1431259915458,-2.0635623866526,0.0390592269556028,0.173179208687484
"BICRAL",187.056437391538,-1.92552254131948,0.818427059559148,-2.35271123899139,0.0186371007005474,0.110970821386821
"VANGL2",215.708196629784,-0.211714915578348,0.45357054088891,-0.466773955741103,0.64066161121866,0.809778874271669
"SAMD8",267.839229360147,-0.112273050299854,0.440548374415421,-0.254848404443286,0.798840187915814,0.903310755326123
"RBP7",125.995959973809,-1.05296765990229,0.548697349886818,-1.91903179433889,0.0549803102120225,0.210420514435093
"TMEM259",724.828277884172,-0.0601461642660547,0.295562682495729,-0.203497152476019,0.838746471116319,0.923557668891305
"SLC38A10",71.1155956330932,-1.01906565392655,0.527594764735433,-1.93153101971656,0.053417417055386,0.2071653121448
"VPS4A",580.440324888276,-0.490623050979823,0.430845895533056,-1.13874370410982,0.25481006840321,0.494615863678011
"KBTBD3",33.1960190231365,-2.30866093103972,0.857848089257968,-2.69122349277096,0.00711904853030379,0.0605178987100422
"AK2",239.408900748932,0.34988818145506,0.400073839664187,0.87455901077848,0.381813898640662,0.614574959408663
"PTBP3",950.356233344119,0.51176353017892,0.29139008261503,1.75628328042666,0.0790400506792343,0.258612489712665
"ZNF514",330.27755207813,-0.492525378759244,0.476235912934734,-1.03420461452419,0.301040517346281,0.540321488268403
"RETREG2",200.652741980842,0.264636136847692,0.43596167633219,0.607016972395636,0.543839648642412,0.7445496713667
"SYNJ1",20.347115622494,-0.948347600191144,1.0636742464717,-0.891577100166616,0.372619648951304,0.607563087804117
"GPR137B",327.584929165993,-0.935688621488556,0.413820040247472,-2.2611003104852,0.0237530461675609,0.128627378548443
"FBXO5",26.478513746959,-0.407207493482284,0.975102149386922,-0.417604959376111,0.676235970191599,0.832572129126651
"RBM28",43.190810814782,0.19460112610552,0.989810433164218,0.196604440189038,0.844137095663172,0.926633561959132
"SNAP23",73.7777270970945,-1.44364686497878,0.917698657557091,-1.57311646158637,0.115691853905563,0.320444638831951
"AC027097.1",13.8152197103578,-1.41805753450384,0.958946674420643,-1.47876578784798,0.139202922537202,0.353326856486023
"JARID2",378.935500891243,0.4354853347416,0.352442006217403,1.23562267567213,0.216598851872659,0.453172557248654
"CNKSR3",91.5181654771762,-1.54287070428656,0.767531586977649,-2.01017225930988,0.044412960355572,0.186744035474672
"RNF135",33.5054337118718,-1.62129360164624,0.783600193715874,-2.06903164987489,0.0385431167958075,0.171873364244003
"DDX5",2390.60648198094,-0.0739499767030613,0.258794949800071,-0.285747371655399,0.775071619361001,0.889942038740348
"AAK1",54.445044132226,-0.823661829466866,0.955504314068664,-0.862017907548323,0.388677663598087,0.6209988697691
"ICA1",45.4798009164033,-0.799334610176718,0.957346379975003,-0.834948172256723,0.403746890128248,0.633937424771503
"AVEN",6.55260981089724,2.79414319979693,1.9462849681326,1.4356290294313,0.151107929791294,NA
"PDCD4",279.149749836241,-1.80602150584536,0.428153407192068,-4.21816450717905,2.46299100454066e-05,0.0012395801292318
"MGST3",354.857458282956,-0.10862729964557,0.340947320835425,-0.318604350312535,0.75002655416851,0.875871027294977
"CP",36.867124854616,-5.54314985600956,1.17431580940253,-4.72032294177304,2.354704980548e-06,0.000204270657062539
"TCAIM",160.119377274893,-0.425283505764625,0.51255003930682,-0.829740460735863,0.406685540096577,0.63718578085949
"KLHL23",32.2858970948795,-5.00847930332942,1.33992575542623,-3.73787822425746,0.000185579788656213,0.00530814553843997
"ZNF155",5.14982415138297,-0.404189697063924,2.35850419995953,-0.171375440870896,0.863928564437308,NA
"STT3A",51.5875131882429,-2.7439520121713,1.13675188551447,-2.41385305547959,0.0157848269082901,0.0996355804752095
"NEK7",68.8434364020014,-0.233294627393026,0.942043052608028,-0.247647521784864,0.804407138673032,0.906573720559196
"BVES",10.0909381909774,-0.0187765848045704,1.12063985455714,-0.016755235616701,0.98663188168137,0.994507396299752
"COMMD1",33.722023346306,-1.03504676383454,1.01810890465852,-1.01663658877603,0.309326341614675,0.548778725298042
"DGKH",142.049510601263,-0.35409524133171,0.887421399073325,-0.399015892226025,0.689881494360187,0.840659586418393
"RNASE6",13.6940731728025,-1.63804725808847,1.38820950965385,-1.17997121234022,0.238011664712518,0.47696380104852
"FAM172A",274.584198145301,-0.175476176125387,0.294003825452892,-0.596849975863676,0.55060754824078,0.74958371161849
"OGFOD1",107.033159796946,-0.209931503888367,0.940655521917694,-0.22317575243739,0.823398722789777,0.915226802554666
"MEIS1",3.10395255028651,-1.949087640875,3.02362985164758,-0.644618467373889,0.519174464285166,NA
"SMPD3",222.139710437769,-1.72204105488911,0.44378702354745,-3.88033214924544,0.000104313913207836,0.00353594668266974
"QPCT",359.96823966668,-1.51491611186679,0.321720036839452,-4.70880249408517,2.49176367955006e-06,0.000210617922298379
"PRRG4",128.460538935606,0.554563894185585,0.546259706653411,1.01520190383993,0.310009593264829,0.54921221238614
"ZNF585A",34.725338112712,-3.66676712378991,1.19711248881791,-3.0630096653746,0.0021912298231545,0.0278626388120687
"THOC7",51.6877421949982,-0.02774215614595,0.980356119998166,-0.0282980394369363,0.977424444277773,0.99163797201252
"VARS",147.098132977565,-0.11382059041344,0.348226869028767,-0.326857576300458,0.743775609369117,0.872238983589527
"LAD1",3653.9559903538,0.312387743242792,0.305033087491105,1.02411100976677,0.305782844748452,0.545461660018005
"FBXL5",169.016088255401,-0.498372150767889,0.825499346623246,-0.603722041460735,0.546028457396596,0.745720480500416
"CD47",55.8067087616442,0.440727278952018,0.609161264320972,0.723498529479371,0.469373657214814,0.689369686348245
"L2HGDH",16.6810893476461,-3.82077500911521,1.63173115349853,-2.34154689081178,0.0192040134566778,0.112895283744874
"SIAE",47.0409996419863,-0.953380269956127,0.601357494626967,-1.58538020806995,0.112879975229343,0.315878452757002
"RAI2",40.5689182760429,-0.327919348466692,0.925666892044339,-0.354252000676487,0.723150036114636,0.860530495292002
"NIPAL1",11.4432643095419,-0.83147939542184,1.44919663608071,-0.573751949680575,0.566135668518186,0.760035117601385
"B3GNT4",32.630179530808,2.21280137745293,0.843201421651858,2.62428563405168,0.00868309322438537,0.0691396541405468
"ANP32E",1517.03161819641,0.354661655497448,0.305886494570179,1.159455097865,0.246270729189819,0.485037466033899
"CTAGE8",11.2322202451097,1.24614271233127,1.05217914705708,1.18434462022622,0.236276672653541,0.47507535919634
"CFAP44",9.20594145187864,-2.0759262614617,1.86315557526475,-1.11419909803652,0.265193782297473,0.50509871322507
"CC2D2A",51.4307971298756,-2.81463092528289,0.920450628263857,-3.05788364835148,0.00222906106121989,0.0282347734421186
"FCHSD2",28.3913420681316,-0.132737521768848,0.637691093458242,-0.208153325537297,0.835109251140128,0.921254127460364
"THADA",10.9998322567586,0.163968071411141,1.22811060977224,0.133512462237868,0.893788109065406,0.950979585744892
"MMGT1",131.127382624688,-1.54123925046419,0.894143220756444,-1.72370512316841,0.0847610896895967,0.269636178701185
"FDXACB1",27.3576501620804,-0.925912921124636,1.06992417323467,-0.865400506210969,0.386819003262701,0.619455353051005
"DHRS4L2",363.486103791447,-0.387760855802336,0.374989353772926,-1.03405830565831,0.301108906525664,0.540340506457186
"SCARA3",201.593950511662,-2.53155621739628,0.849236115639129,-2.9809804020064,0.00287327180004155,0.033292585198021
"ITGA8",55.1345663800083,-1.47813368030085,0.952118168913542,-1.55246872558639,0.120550110260147,0.327408735256358
"DUSP28",14.990389258965,1.67489164667821,1.50333406344519,1.11411807089627,0.265228537112876,0.50509871322507
"JOSD2",56.9969515417398,0.189538802454416,0.525376762515105,0.360767388239723,0.718273343678974,0.857102804082119
"ZNHIT1",15.0125538296878,-0.640171158283111,1.13262488623696,-0.565210217488706,0.571930787804584,0.764700807948818
"DNER",10.4465170295071,-4.07295847168593,1.72204359523788,-2.3651889435025,0.0180208744512896,0.108801854631275
"SARAF",113.942993689987,-0.25277223564634,0.497244233618459,-0.508346238239727,0.611210548623231,0.79192995708705
"OGFRL1",142.38707271345,-0.46327303866064,0.396547112695176,-1.16826733527816,0.242698946944842,0.482198493802093
"SLFN12",16.7440274240724,1.0222823326268,1.1213005210122,0.911693442988847,0.361930116658249,0.59924793046907
"LMAN1",416.155347074717,-0.525431047308053,0.424446305140846,-1.23792112440158,0.215745308714985,0.45220436190046
"RCAN3",182.234566535246,-0.937033205212895,0.875073537617919,-1.07080509800769,0.284257074186748,0.523786162692351
"DTWD2",80.0130248790812,-1.62198624865061,0.800181639217937,-2.02702257731866,0.0426601037849008,0.183067092615636
"CCDC141",31.637767541875,-1.85206967382026,0.942952142795096,-1.9641184210371,0.0495163604327431,0.198675441185367
"WDSUB1",17.6697592720703,-1.26381242285993,1.03851582918732,-1.21694093372549,0.223626689883914,0.460453081325623
"SLC35E4",10.5791975332139,-5.94554318576377,1.68904984483944,-3.52005194158669,0.000431462295147678,0.00938874372680411
"KLK8",69.8681438564855,-1.30827967422255,0.777349080004544,-1.68300150842772,0.0923747994141773,0.283598161833607
"EFCAB11",27.47719001741,1.2835176311216,0.957415064746825,1.34060730646745,0.18004798378455,0.409329778307426
"SLC25A1",127.271471736035,-1.78124068277072,0.779547252088909,-2.28496820173201,0.0223146923559349,0.123530164450153
"SETD2",47.0594498211758,-1.73112435003894,0.821496512681027,-2.10728143493788,0.0350931916268973,0.161176880805388
"IGSF6",234.949540397448,-0.462977525753558,0.486387281630105,-0.951870131558352,0.341162849068993,0.58001203298398
"ZNF335",410.198583412984,-0.48309070274878,0.333374116037772,-1.4490948142298,0.147311106040455,0.36429937063943
"HAS2",13.0062046890285,-3.93438640100194,1.44935526512027,-2.71457695410205,0.00663604806777266,0.0580643197223957
"HELZ2",173.770004780533,0.574583378858186,0.404701980785071,1.41976912923324,0.155674905075767,0.376385633792615
"PSAT1",55.980721692875,0.0627066624465476,0.65173343568386,0.0962151993640619,0.923349659473415,0.966829874518895
"ZNF277",66.5123880248445,-2.47067830836748,1.01694494565069,-2.42951038690362,0.0151192316906995,0.0973502137207565
"PABPC1",517.654773920014,-0.565014718772154,0.430167208006182,-1.3134769649016,0.189022277959171,0.420667797282365
"SOS1",47.1599497309842,-3.15990740227639,1.17646738892577,-2.68592859608434,0.00723285439963247,0.0609637425512952
"BBX",54.8676650895172,-1.4204910930477,0.806127998863717,-1.76211605979443,0.0780496904168141,0.256837130707755
"ZDHHC3",248.252172291413,-1.12279134737338,0.369170990677529,-3.041385633559,0.00235492008141121,0.0292313210029379
"NHSL2",10.6267243495281,-3.84968847288137,1.44845941241038,-2.65778139166158,0.007865689601371,0.0648231144272988
"EDEM3",74.7096441759892,-1.34330256243632,0.903707527885646,-1.48643506996027,0.137164079350114,0.350459046847828
"XCR1",38.2273976220067,-1.41147326731257,0.905310617445361,-1.55910384802016,0.118971803047586,0.324593874402124
"TBC1D2B",858.079606409191,-0.34988309144823,0.331735679197689,-1.05470443304269,0.291560523702581,0.531377617904939
"RANBP2",3.51177961105815,-1.48909101169091,2.36267572284887,-0.630256195249423,0.52852697793035,NA
"CEBPB",843.841750200426,0.663421393962671,0.310605638545994,2.13589617068215,0.0326878778023868,0.155261431674552
"SDHAF2",63.455262645674,-1.84132039583592,0.830891355044919,-2.21607841344839,0.0266861323512013,0.137672714183669
"ZNF26",8.38681449619623,-0.563683872453554,1.40793684753417,-0.400361616673914,0.688890190800727,0.839967221196211
"EEF1AKMT2",425.78407508753,0.205161660226959,0.356038749609582,0.576234076914186,0.564456974802376,0.758891320348956
"TIMMDC1",175.233272458255,-1.37224817306985,0.842651341978892,-1.62848868174498,0.103421307216755,0.3009740359656
"DENND2C",578.906597324775,0.714583230920498,0.402658114574553,1.77466492057542,0.0759532307925659,0.252335424850283
"RTP5",14.8544602168114,0.429992711544239,1.92147161704232,0.223783014919636,0.822926146951506,0.91493289828858
"SYF2",185.142968846154,0.132987761117811,0.425621602148059,0.312455383952879,0.754694465299673,0.87856611033168
"POLH",12.7524458953691,-0.0948906761105833,1.72229679085987,-0.0550954264178873,0.95606243980204,0.981749601045626
"STAG1",536.575688286089,0.0828462454677693,0.377433357424912,0.219499002507353,0.826261356804389,0.916574057942653
"SPRY2",91.5209940394814,-0.0500674095251686,0.507214619953801,-0.0987105015421852,0.921368130566152,0.96615577561602
"RNF126",108.41646934443,-0.218330695999521,0.532432720046632,-0.41006250701572,0.681760095277947,0.835718424577922
"PHACTR2",260.810867391014,0.430456764733746,0.438359123464058,0.981972865836886,0.326113216074628,0.565062926039428
"RIPOR3",5.32288555746461,-3.06815019776762,2.48529838937501,-1.23451985117134,0.217009254237822,NA
"ZNF490",88.1445573484193,-0.546392764736622,0.792983862451243,-0.689033901708457,0.490801933569105,0.706056545498824
"GPR87",933.529899780612,0.456731232735119,0.563399339438102,0.810670515145853,0.41755491000802,0.646487094983822
"ZNF17",19.8347304427267,-1.00212917115888,1.00507388345219,-0.997070153406836,0.318730459142652,0.557915814981417
"VTI1A",332.623411489154,-0.46116555882909,0.321963059570539,-1.4323554989328,0.152042107378889,0.370621858267962
"FAM124B",10.5559779581502,0.083891095561495,1.66133793848173,0.050496105348778,0.959727052928751,0.983138666867504
"EFCAB1",9.48508694565757,2.16431804748364,2.35031460585639,0.9208631227882,0.357121893996666,0.595213303713265
"KIFC2",54.0144912582554,0.86823759401838,1.07203312618097,0.809898101853814,0.417998742875812,0.646487094983822
"SLC9B1",9.76573405800785,-0.0365588575544831,1.95194357061664,-0.0187294643681394,0.985056923207708,0.99395168269183
"STIM1",79.8745084042743,-0.264950236117651,0.43486055717749,-0.609276311094617,0.54234130613246,0.74362379436771
"OSGEPL1",23.7436595823337,-0.069149175809381,1.2960546165694,-0.053353597082518,0.957450176680934,0.982256129286143
"GPR12",5.01939481291903,-4.2542799076575,2.37797343847007,-1.78903592396499,0.0736090302526055,NA
"ABHD5",272.900740164403,-2.73748094706978,0.655070682361984,-4.1789092700642,2.92910502422905e-05,0.00140447923089033
"MS4A4A",52.471147715989,-5.67250334780211,1.30293317305106,-4.35364105015371,1.33894877661949e-05,0.000795287322905613
"SERPINB9",186.457741236528,-0.0638626581596551,0.389439865771596,-0.163985928952405,0.869742220924411,0.938112141113234
"ACSF3",25.1459916929405,-2.42492609263082,1.26332235661905,-1.91948324188649,0.0549232051278664,0.210420514435093
"MARK3",554.607770132986,1.47660472949296,0.437095844079525,3.37821727086544,0.000729574119569041,0.0136070216982141
"PYGO1",35.9295926084132,-1.79851498946732,1.13919508239931,-1.5787594392344,0.114391245340421,0.318556063581581
"CRIM1",497.076693117134,-1.06706580586207,0.35048092684469,-3.04457596442881,0.00233008577575086,0.0290401805662106
"UBE2W",388.732333208147,0.116462315976919,0.342235173521156,0.34029908375189,0.733631307088503,0.866192797475679
"NOTUM",19.8001161701779,0.385753100593629,1.0669961264439,0.361531865986499,0.717701887949591,0.856855859517336
"KRT10",56564.0272306828,-2.16554636942681,0.64102034667566,-3.37828023815057,0.0007294070689437,0.0136070216982141
"HNRNPDL",29.1908597487765,0.154094366207516,0.890147687061607,0.173111011180835,0.862564169952425,0.934728069115112
"MMADHC",106.436390489186,-0.284877270897027,0.55097089708665,-0.517045949982771,0.605124082898958,0.787872771712703
"RNF157",11.5063870992345,0.413083159154457,1.47107293010673,0.280803997341239,0.778860737502621,0.892289862118974
"METTL1",42.6333197599109,0.555074512359456,0.700314499232444,0.792607482735009,0.428006547752271,0.654341372598428
"HERC2",24.316374038654,-1.41333820990006,0.854262816855421,-1.65445362014306,0.0980353794787164,0.29271617950168
"LYPD3",1631.67921537747,1.25869172706383,0.499324340509241,2.52078984529402,0.011709176021959,0.0835935002845435
"GLRX3",168.268253967837,0.757758242111595,0.447736673520935,1.69241942178356,0.0905660318252768,0.280903074701209
"ABHD17C",16.5737893692967,0.47979843560839,1.47862952925372,0.324488606588663,0.745568146659694,0.873561540950304
"NUP205",14.7526848749791,-1.27753586687688,1.6755348343483,-0.762464522185703,0.445782809791107,0.669151001962423
"ICE2",61.0730259284552,-1.10611619005395,0.704410077473908,-1.57027309152163,0.116351591503753,0.321146251331252
"USP37",8.74914927305667,-4.91846255203385,2.15220028780584,-2.28531822986057,0.0222941747687637,0.123530164450153
"SEPTIN6",26.530482499438,-1.68440888668716,0.837783406038801,-2.01055412955882,0.0443725732943252,0.186744035474672
"CRLF3",171.197423813022,-0.575859758538924,0.366501161688585,-1.57123583424881,0.11612787936487,0.321117229726485
"CTBS",33.3904852727128,-3.18408037729433,1.17067281142486,-2.71987215063011,0.00653071611228024,0.0576013529475099
"TPH1",19.0074667314853,-0.651309728387036,0.956206228265501,-0.681139391413996,0.495783293992802,0.708891619452298
"SGTB",35.592115713919,-2.4544600738568,1.02623761150312,-2.39170738466872,0.0167702066575269,0.103911644475237
"GATA1",16.9009446128479,-0.370477818042331,1.12735094005206,-0.328626876405693,0.742437730943141,0.871531007345915
"RIDA",123.907678429794,0.537804026852577,0.569841646680315,0.943778030239845,0.345283089694679,0.583802206346542
"IFNAR2",113.583992971218,-0.774451574907323,0.854876515978611,-0.905922154173082,0.364977057299983,0.601901166252054
"NIFK",172.14294761675,-0.26966004252882,0.384177860554316,-0.701914582323243,0.482732434319883,0.699254078758869
"MFSD14B",26.6788366897352,-2.28258912180397,1.14233253686242,-1.99818270787719,0.0456968555525924,0.190141602182544
"APELA",75.7521624962668,-0.908042388184563,0.667204540675322,-1.36096554029065,0.173524579644421,0.401068379875781
"SMCR8",469.603934168279,-0.00185778287576881,0.336258644123819,-0.00552486280496845,0.995591819693336,0.998703296191803
"RBMS2",128.250996165177,-0.181590604957561,0.432779381139917,-0.419591627677041,0.674783805605812,0.831419573562169
"FOXN1",64.2405480039102,-1.06354679913055,0.956800041400996,-1.11156642256542,0.266324616186706,0.506160220322306
"ESCO1",14.1297314686257,-1.37234282347184,1.05116989661383,-1.30553855080194,0.19170952901852,0.423501733898174
"SCN4B",23.213144059318,-0.149656723547698,1.44334372086853,-0.103687514889137,0.917417334920997,0.963901892888866
"EGR2",57.0855688631963,-1.43370128436463,1.2099316364508,-1.18494404243386,0.23603957223425,0.474832413070225
"ZNF516",30.9592715145237,-0.737858342245403,0.946080729457388,-0.779910550200713,0.435443528059881,0.660391908854095
"ZMYM5",190.878874024326,-0.710526707869787,0.490058855220103,-1.44988035682095,0.14709188594586,0.364167031183273
"C11orf65",24.1732038247263,-2.46202241853802,1.17671361819627,-2.09228684062648,0.0364128641644737,0.165458463653995
"ANO8",52.7328899617106,-2.43812521648921,0.878469161153819,-2.77542493727028,0.005512962374446,0.0515925634275692
"MALL",159.629162919824,0.000810322796871692,0.650518686700016,0.0012456564483679,0.999006110208813,0.999425886152117
"ITPRIP",323.012342534,0.251696575740311,0.349163896191308,0.720855101245651,0.470998669668966,0.6906774825998
"SCNN1D",66.3214875355049,1.1363868813615,0.747758398311054,1.51972466498301,0.128580189869194,0.337663549088913
"PIGA",101.849888129092,-0.836419999458683,0.861233788616406,-0.971188091450074,0.331454622895241,0.570420341620549
"DNAJC10",580.895619736868,1.33608803952741,0.384791225686663,3.47224143986951,0.000516131924256421,0.0106505720708062
"NOMO1",692.064829610024,-0.23020256860742,0.355180348994358,-0.648128673951715,0.516901729535639,0.726281048857979
"MTRF1",90.919865618472,0.343169476161919,0.660617199912418,0.519467970569666,0.603434442921426,0.786834097479698
"CNOT1",321.68360434431,-1.15658191609199,0.459390420353435,-2.51764482855816,0.0118142387252368,0.0841612921831293
"LYST",46.6521293568155,-1.79240677476841,0.803469987388336,-2.23083226866332,0.0256922416051611,0.134477603442301
"DHRS1",514.477396319209,-0.305457946372272,0.364779860618453,-0.83737612557446,0.402381181206781,0.632798895148792
"CMTM6",302.804559532757,-2.44679142022437,0.731565430222599,-3.34459683186487,0.000824022591095504,0.0146065739826021
"TMEM68",50.3081046772106,-1.91930012479197,0.789556827678175,-2.43085748550361,0.0150631381644178,0.0971734539315131
"DHX32",70.8742016204191,-1.40474091903968,0.722614611615376,-1.94396971284519,0.0518991035334492,0.203390912396845
"ZNF780B",62.2047249113217,-0.686987450006502,0.807151622439125,-0.851125650878951,0.394699557816237,0.626782826214246
"RPRD1B",140.494842312067,-0.368335153535897,0.386281164092061,-0.953541585186154,0.340315736683039,0.579310452954169
"PLD1",234.715002117841,-1.72787574792183,0.7802952090467,-2.21438723176681,0.0268021524761797,0.137974347944692
"RALGAPA2",8.84309904619538,-4.28871367324913,2.16657626615121,-1.97948890156901,0.0477609879806466,0.194736050560546
"MCUB",29.2258017477323,-2.9737358341612,1.13699842685606,-2.61542651592223,0.00891160949184719,0.0702381845543915
"ETV3",420.206045927075,0.298594136698414,0.342929422829594,0.87071600399476,0.383909237878713,0.616893396376883
"PDSS2",12.1009119345886,-1.74974061061153,1.72948642809918,-1.01171109653321,0.31167620831213,0.55090107950361
"STK38",11.4205737027847,-3.21595214288325,1.77760774738654,-1.80914611089617,0.0704283070551547,0.242155842719497
"F2R",12.9357391905407,-0.719529476394592,1.49471763794944,-0.48138153864411,0.630245355139732,0.803423273704461
"UBLCP1",165.117440488918,-0.325941061972495,0.459946252752072,-0.708650326037529,0.478541497656772,0.695628727604696
"MYEF2",9.56967018492757,-1.96383950322457,2.42136385771897,-0.811046839145685,0.417338772844552,0.646487094983822
"EFCAB7",11.8862202852658,-1.88645614793631,1.469170273356,-1.28402825877161,0.199132067969087,0.432154920403831
